qrel_source,qrel_retriever,qrel_judge_type,dataset,eval_run,eval_retriever,eval_reranker,eval_paradigm,strategy,is_qrel_eval,ndcg10
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,thresholding,False,0.5909
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,rank,False,0.4331
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,quantile,False,0.7135
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,largest_gap,False,0.4819
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,optimal_per_topic,False,0.6608
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,optimal_global,False,0.5759
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-point,bm25,point,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,direct,False,0.7909
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,thresholding,False,0.7815
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,rank,False,0.5964
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,quantile,False,0.8143
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,largest_gap,False,0.7421
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,optimal_per_topic,False,0.7979
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,optimal_global,False,0.782
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge,bm25,judge,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,direct,False,0.7903
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,thresholding,False,0.7815
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,rank,False,0.5876
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,quantile,False,0.8178
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,largest_gap,False,0.7498
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,optimal_per_topic,False,0.7973
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,optimal_global,False,0.7839
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-judge_expr,bm25,judge_expr,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,direct,False,0.6755
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,thresholding,False,0.6243
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,rank,False,0.4882
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,quantile,False,0.7579
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,largest_gap,False,0.5351
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,optimal_per_topic,False,0.7129
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,optimal_global,False,0.6229
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-rankgpt,bm25,rankgpt,listwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,direct,False,0.7096
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,thresholding,False,0.6615
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,rank,False,0.4969
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,quantile,False,0.7871
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,largest_gap,False,0.5925
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,optimal_per_topic,False,0.7316
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,optimal_global,False,0.6579
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,bm25-rerank-setmaxheaptopk,bm25,setmaxheaptopk,setwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,direct,False,0.7333
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,thresholding,False,0.6819
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,rank,False,0.5691
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,quantile,False,0.8228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,largest_gap,False,0.6112
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,optimal_per_topic,False,0.7559
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,optimal_global,False,0.6767
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3,splade-v3,none,base,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,direct,False,0.684
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,thresholding,False,0.6556
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,rank,False,0.4777
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,quantile,False,0.7549
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,largest_gap,False,0.5583
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_per_topic,False,0.7102
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_global,False,0.6459
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-point,splade-v3,point,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,direct,False,0.8661
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,thresholding,False,0.8777
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,rank,False,0.7031
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,quantile,False,0.8476
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,largest_gap,False,0.8953
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_per_topic,False,0.877
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_global,False,0.8762
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge,splade-v3,judge,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,direct,False,0.8599
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,thresholding,False,0.8724
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,rank,False,0.681
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,quantile,False,0.846
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,largest_gap,False,0.8933
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_per_topic,False,0.8693
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_global,False,0.8714
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-judge_expr,splade-v3,judge_expr,pointwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,direct,False,0.7718
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,thresholding,False,0.74
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,rank,False,0.5756
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,quantile,False,0.8502
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,largest_gap,False,0.6774
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_per_topic,False,0.7894
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_global,False,0.7345
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-rankgpt,splade-v3,rankgpt,listwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,direct,False,0.7699
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,thresholding,False,0.7518
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,rank,False,0.5653
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,quantile,False,0.8192
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,largest_gap,False,0.7005
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_per_topic,False,0.8103
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_global,False,0.7525
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,splade-v3-rerank-setmaxheaptopk,splade-v3,setmaxheaptopk,setwise,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,direct,False,0.6952
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,direct,True,0.8187
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,thresholding,False,0.6506
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,thresholding,True,0.7957
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,rank,False,0.5306
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,rank,True,0.6491
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,quantile,False,0.7604
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,quantile,True,0.8995
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,largest_gap,False,0.571
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,largest_gap,True,0.7228
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_per_topic,False,0.7466
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_per_topic,True,0.8468
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_global,False,0.6427
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed,nomicai-modernbert-embed,none,base,optimal_global,True,0.7907
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed-rerank-point,nomicai-modernbert-embed,point,pointwise,direct,False,0.6905
colbert-small-rerank-judge,colbert-small,judge,msmarco-passage/trec-dl-2020/judged,nomicai-modernbert-embed-rerank-point,nomicai-modernbert-embed,point,pointwise,direct,True,0.8187
